session,depth,label,time,turn,step,tool,ioClass,nPaths,firstPath,allPaths
session-92c9e38d-5c41-403b-8bd0-52dc0ac5c357,0,,1790325152245,1,77,edit,shared_write,1,AI-Autonomy-Threat-Assessment-2026.md,AI-Autonomy-Threat-Assessment-2026.md
session-92c9e38d-5c41-403b-8bd0-52dc0ac5c357,0,,1790325155730,1,78,edit,shared_write,1,AI-Autonomy-Threat-Assessment-2026.md,AI-Autonomy-Threat-Assessment-2026.md
session-92c9e38d-5c41-403b-8bd0-52dc0ac5c357,0,,1790325160501,1,79,edit,shared_write,1,AI-Autonomy-Threat-Assessment-2026.md,AI-Autonomy-Threat-Assessment-2026.md
session-92c9e38d-5c41-403b-8bd0-52dc0ac5c357,0,,1790325164128,1,80,edit,shared_write,1,AI-Autonomy-Threat-Assessment-2026.md,AI-Autonomy-Threat-Assessment-2026.md
session-92c9e38d-5c41-403b-8bd0-52dc0ac5c357,0,,1790325167089,1,81,bash,bash_other,0,,
session-92c9e38d-5c41-403b-8bd0-52dc0ac5c357,0,,1790325170294,1,82,bash,bash_other,0,,
session-92c9e38d-5c41-403b-8bd0-52dc0ac5c357,0,,1790325174121,1,83,edit,shared_write,1,AI-Autonomy-Threat-Assessment-2026.md,AI-Autonomy-Threat-Assessment-2026.md
session-92c9e38d-5c41-403b-8bd0-52dc0ac5c357,0,,1790325181406,1,84,present,deliverable,0,,
session-92c9e38d-5c41-403b-8bd0-52dc0ac5c357,0,,1790325185362,1,85,edit,shared_write,1,AI-Autonomy-Threat-Assessment-2026.md,AI-Autonomy-Threat-Assessment-2026.md
session-92c9e38d-5c41-403b-8bd0-52dc0ac5c357,0,,1790325188669,1,86,present,deliverable,0,,
session-92c9e38d-5c41-403b-8bd0-52dc0ac5c357,0,,1790325224800,2,1,edit,shared_write,1,AI-Autonomy-Threat-Assessment-2026.md,AI-Autonomy-Threat-Assessment-2026.md
session-92c9e38d-5c41-403b-8bd0-52dc0ac5c357,0,,1790325229025,2,2,edit,shared_write,1,AI-Autonomy-Threat-Assessment-2026.md,AI-Autonomy-Threat-Assessment-2026.md
session-92c9e38d-5c41-403b-8bd0-52dc0ac5c357,0,,1790325231782,2,3,bash,bash_other,0,,
session-92c9e38d-5c41-403b-8bd0-52dc0ac5c357,0,,1790325235332,2,4,edit,shared_write,1,sources-bibliography.md,sources-bibliography.md
session-92c9e38d-5c41-403b-8bd0-52dc0ac5c357,0,,1790325238328,2,5,present,deliverable,0,,
session-92c9e38d-5c41-403b-8bd0-52dc0ac5c357,0,,1790325268742,3,1,edit,shared_write,1,sources-bibliography.md,sources-bibliography.md
session-92c9e38d-5c41-403b-8bd0-52dc0ac5c357,0,,1790325273549,3,2,edit,shared_write,1,AI-Autonomy-Threat-Assessment-2026.md,AI-Autonomy-Threat-Assessment-2026.md
session-92c9e38d-5c41-403b-8bd0-52dc0ac5c357,0,,1790325277477,3,3,edit,shared_write,1,AI-Autonomy-Threat-Assessment-2026.md,AI-Autonomy-Threat-Assessment-2026.md
session-92c9e38d-5c41-403b-8bd0-52dc0ac5c357,0,,1790325279805,3,4,bash,bash_other,0,,
session-92c9e38d-5c41-403b-8bd0-52dc0ac5c357,0,,1790325283701,3,5,present,deliverable,0,,
session-92c9e38d-5c41-403b-8bd0-52dc0ac5c357,0,,1790325462484,4,1,edit,shared_write,1,AI-Autonomy-Threat-Assessment-2026.md,AI-Autonomy-Threat-Assessment-2026.md
session-92c9e38d-5c41-403b-8bd0-52dc0ac5c357,0,,1790325466992,4,2,edit,shared_write,1,AI-Autonomy-Threat-Assessment-2026.md,AI-Autonomy-Threat-Assessment-2026.md
session-92c9e38d-5c41-403b-8bd0-52dc0ac5c357,0,,1790325470252,4,3,edit,shared_write,1,AI-Autonomy-Threat-Assessment-2026.md,AI-Autonomy-Threat-Assessment-2026.md
session-92c9e38d-5c41-403b-8bd0-52dc0ac5c357,0,,1790325473550,4,4,bash,bash_other,0,,
session-92c9e38d-5c41-403b-8bd0-52dc0ac5c357,0,,1790325476565,4,5,present,deliverable,0,,
session-92c9e38d-5c41-403b-8bd0-52dc0ac5c357,0,,1790325487683,5,1,job_list,other,0,,
session-92c9e38d-5c41-403b-8bd0-52dc0ac5c357,0,,1790325487694,5,1,list_agents,agent_coordination,0,,
session-92c9e38d-5c41-403b-8bd0-52dc0ac5c357,0,,1790325492016,5,2,bash,bash_other,0,,
session-92c9e38d-5c41-403b-8bd0-52dc0ac5c357,0,,1790325494608,5,3,read,shared_read,1,iran-drone-findings.md,iran-drone-findings.md
session-92c9e38d-5c41-403b-8bd0-52dc0ac5c357,0,,1790325502513,5,4,edit,shared_write,1,AI-Autonomy-Threat-Assessment-2026.md,AI-Autonomy-Threat-Assessment-2026.md
session-92c9e38d-5c41-403b-8bd0-52dc0ac5c357,0,,1790325505978,5,5,edit,shared_write,1,AI-Autonomy-Threat-Assessment-2026.md,AI-Autonomy-Threat-Assessment-2026.md
session-92c9e38d-5c41-403b-8bd0-52dc0ac5c357,0,,1790325516384,5,6,edit,shared_write,1,AI-Autonomy-Threat-Assessment-2026.md,AI-Autonomy-Threat-Assessment-2026.md
session-92c9e38d-5c41-403b-8bd0-52dc0ac5c357,0,,1790325525429,5,7,edit,shared_write,1,AI-Autonomy-Threat-Assessment-2026.md,AI-Autonomy-Threat-Assessment-2026.md
session-92c9e38d-5c41-403b-8bd0-52dc0ac5c357,0,,1790325532792,5,8,edit,shared_write,1,AI-Autonomy-Threat-Assessment-2026.md,AI-Autonomy-Threat-Assessment-2026.md
session-92c9e38d-5c41-403b-8bd0-52dc0ac5c357,0,,1790325536911,5,9,edit,shared_write,1,AI-Autonomy-Threat-Assessment-2026.md,AI-Autonomy-Threat-Assessment-2026.md
session-92c9e38d-5c41-403b-8bd0-52dc0ac5c357,0,,1790325540988,5,10,edit,shared_write,1,AI-Autonomy-Threat-Assessment-2026.md,AI-Autonomy-Threat-Assessment-2026.md
session-92c9e38d-5c41-403b-8bd0-52dc0ac5c357,0,,1790325543782,5,11,bash,bash_other,0,,
session-92c9e38d-5c41-403b-8bd0-52dc0ac5c357,0,,1790325547523,5,12,present,deliverable,0,,
session-92c9e38d-5c41-403b-8bd0-52dc0ac5c357,0,,1790325777315,6,1,bash,bash_other,0,,
session-92c9e38d-5c41-403b-8bd0-52dc0ac5c357,0,,1790325778065,6,1,bash,bash_other,0,,
session-92c9e38d-5c41-403b-8bd0-52dc0ac5c357,0,,1790325783581,6,2,ask_user_question,other,0,,
session-92c9e38d-5c41-403b-8bd0-52dc0ac5c357,0,,1790325826276,6,3,bash,bash_other,0,,
session-92c9e38d-5c41-403b-8bd0-52dc0ac5c357,0,,1790325832461,6,4,bash,bash_other,0,,
session-92c9e38d-5c41-403b-8bd0-52dc0ac5c357,0,,1790325836704,6,5,bash,bash_other,0,,
session-92c9e38d-5c41-403b-8bd0-52dc0ac5c357,0,,1790325845237,6,6,bash,shared_rw,1,findings/generic_enablers_brief.md,findings/generic_enablers_brief.md
session-92c9e38d-5c41-403b-8bd0-52dc0ac5c357,0,,1790325847819,6,7,bash,bash_other,0,,
session-92c9e38d-5c41-403b-8bd0-52dc0ac5c357,0,,1790325850771,6,8,bash,bash_other,0,,
session-92c9e38d-5c41-403b-8bd0-52dc0ac5c357,0,,1790325855180,6,9,bash,bash_other,0,,
session-92c9e38d-5c41-403b-8bd0-52dc0ac5c357,0,,1790325858165,6,10,bash,bash_other,0,,
session-92c9e38d-5c41-403b-8bd0-52dc0ac5c357,0,,1790325868996,6,11,bash,bash_other,0,,
session-92c9e38d-5c41-403b-8bd0-52dc0ac5c357,0,,1790325872934,6,12,bash,bash_other,0,,
session-92c9e38d-5c41-403b-8bd0-52dc0ac5c357,0,,1790327877895,7,1,web_search,external_search,0,,
session-92c9e38d-5c41-403b-8bd0-52dc0ac5c357,0,,1790327884981,7,1,todo_write,other,0,,
session-92c9e38d-5c41-403b-8bd0-52dc0ac5c357,0,,1790327888434,7,2,bash,bash_other,0,,
session-92c9e38d-5c41-403b-8bd0-52dc0ac5c357,0,,1790327928234,7,3,subagent,delegation,0,,
session-92c9e38d-5c41-403b-8bd0-52dc0ac5c357,0,,1790327928239,7,3,subagent,delegation,0,,
session-92c9e38d-5c41-403b-8bd0-52dc0ac5c357,0,,1790327928241,7,3,subagent,delegation,0,,
session-92c9e38d-5c41-403b-8bd0-52dc0ac5c357,0,,1790327928241,7,3,subagent,delegation,0,,
session-92c9e38d-5c41-403b-8bd0-52dc0ac5c357,0,,1790327928242,7,3,subagent,delegation,0,,
session-92c9e38d-5c41-403b-8bd0-52dc0ac5c357,0,,1790327928242,7,3,subagent,delegation,0,,
session-92c9e38d-5c41-403b-8bd0-52dc0ac5c357,0,,1790327928243,7,3,subagent,delegation,0,,
session-92c9e38d-5c41-403b-8bd0-52dc0ac5c357,0,,1790327928243,7,3,subagent,delegation,0,,
session-92c9e38d-5c41-403b-8bd0-52dc0ac5c357,0,,1790327932737,7,4,bash,bash_other,0,,
session-92c9e38d-5c41-403b-8bd0-52dc0ac5c357,0,,1790327942187,7,5,bash,bash_other,0,,
session-92c9e38d-5c41-403b-8bd0-52dc0ac5c357,0,,1790327947645,7,6,bash,shared_rw,6,tools/ddg.sh,tools/ddg.sh;tools/bn.sh;tools/gn.sh;tools/j.sh;tools/s.sh;tools/n.py
session-92c9e38d-5c41-403b-8bd0-52dc0ac5c357,0,,1790327950828,7,7,bash,bash_other,0,,
session-92c9e38d-5c41-403b-8bd0-52dc0ac5c357,0,,1790327954236,7,8,bash,shared_read,1,tools/n.py,tools/n.py
