time,session,depth,label,turn,step,tool,path,argChars
1790325185362,session-92c9e38d-5c41-403b-8bd0-52dc0ac5c357,0,,1,85,edit,/Users/leonvanbokhorst/repos/deep-research/AI-Autonomy-Threat-Assessment-2026.md,1119
1790325224800,session-92c9e38d-5c41-403b-8bd0-52dc0ac5c357,0,,2,1,edit,/Users/leonvanbokhorst/repos/deep-research/AI-Autonomy-Threat-Assessment-2026.md,4327
1790325229025,session-92c9e38d-5c41-403b-8bd0-52dc0ac5c357,0,,2,2,edit,/Users/leonvanbokhorst/repos/deep-research/AI-Autonomy-Threat-Assessment-2026.md,2038
1790325235332,session-92c9e38d-5c41-403b-8bd0-52dc0ac5c357,0,,2,4,edit,/Users/leonvanbokhorst/repos/deep-research/sources-bibliography.md,1172
1790325268742,session-92c9e38d-5c41-403b-8bd0-52dc0ac5c357,0,,3,1,edit,/Users/leonvanbokhorst/repos/deep-research/sources-bibliography.md,1002
1790325273549,session-92c9e38d-5c41-403b-8bd0-52dc0ac5c357,0,,3,2,edit,/Users/leonvanbokhorst/repos/deep-research/AI-Autonomy-Threat-Assessment-2026.md,3378
1790325277477,session-92c9e38d-5c41-403b-8bd0-52dc0ac5c357,0,,3,3,edit,/Users/leonvanbokhorst/repos/deep-research/AI-Autonomy-Threat-Assessment-2026.md,1110
1790325462484,session-92c9e38d-5c41-403b-8bd0-52dc0ac5c357,0,,4,1,edit,/Users/leonvanbokhorst/repos/deep-research/AI-Autonomy-Threat-Assessment-2026.md,1676
1790325466992,session-92c9e38d-5c41-403b-8bd0-52dc0ac5c357,0,,4,2,edit,/Users/leonvanbokhorst/repos/deep-research/AI-Autonomy-Threat-Assessment-2026.md,2431
1790325470252,session-92c9e38d-5c41-403b-8bd0-52dc0ac5c357,0,,4,3,edit,/Users/leonvanbokhorst/repos/deep-research/AI-Autonomy-Threat-Assessment-2026.md,647
1790325502513,session-92c9e38d-5c41-403b-8bd0-52dc0ac5c357,0,,5,4,edit,/Users/leonvanbokhorst/repos/deep-research/AI-Autonomy-Threat-Assessment-2026.md,2789
1790325505978,session-92c9e38d-5c41-403b-8bd0-52dc0ac5c357,0,,5,5,edit,/Users/leonvanbokhorst/repos/deep-research/AI-Autonomy-Threat-Assessment-2026.md,1717
1790325516384,session-92c9e38d-5c41-403b-8bd0-52dc0ac5c357,0,,5,6,edit,/Users/leonvanbokhorst/repos/deep-research/AI-Autonomy-Threat-Assessment-2026.md,4556
1790325525429,session-92c9e38d-5c41-403b-8bd0-52dc0ac5c357,0,,5,7,edit,/Users/leonvanbokhorst/repos/deep-research/AI-Autonomy-Threat-Assessment-2026.md,1425
1790325532792,session-92c9e38d-5c41-403b-8bd0-52dc0ac5c357,0,,5,8,edit,/Users/leonvanbokhorst/repos/deep-research/AI-Autonomy-Threat-Assessment-2026.md,2564
1790325536911,session-92c9e38d-5c41-403b-8bd0-52dc0ac5c357,0,,5,9,edit,/Users/leonvanbokhorst/repos/deep-research/AI-Autonomy-Threat-Assessment-2026.md,2271
1790325540988,session-92c9e38d-5c41-403b-8bd0-52dc0ac5c357,0,,5,10,edit,/Users/leonvanbokhorst/repos/deep-research/AI-Autonomy-Threat-Assessment-2026.md,1275
1790328052156,session-92c9e38d-5c41-403b-8bd0-52dc0ac5c357,0,,7,19,write,/Users/leonvanbokhorst/repos/deep-research/amplification/Agentic-Threat-Amplification-2026.md,28808
1790328144414,session-92c9e38d-5c41-403b-8bd0-52dc0ac5c357,0,,7,22,edit,/Users/leonvanbokhorst/repos/deep-research/amplification/Agentic-Threat-Amplification-2026.md,11202
1790328164835,session-92c9e38d-5c41-403b-8bd0-52dc0ac5c357,0,,7,27,edit,/Users/leonvanbokhorst/repos/deep-research/amplification/Agentic-Threat-Amplification-2026.md,3548
1790328172244,session-92c9e38d-5c41-403b-8bd0-52dc0ac5c357,0,,7,28,edit,/Users/leonvanbokhorst/repos/deep-research/amplification/Agentic-Threat-Amplification-2026.md,4463
1790328180901,session-92c9e38d-5c41-403b-8bd0-52dc0ac5c357,0,,7,29,edit,/Users/leonvanbokhorst/repos/deep-research/amplification/Agentic-Threat-Amplification-2026.md,4020
1790328195153,session-92c9e38d-5c41-403b-8bd0-52dc0ac5c357,0,,7,30,edit,/Users/leonvanbokhorst/repos/deep-research/amplification/Agentic-Threat-Amplification-2026.md,1647
1790328220552,session-92c9e38d-5c41-403b-8bd0-52dc0ac5c357,0,,7,32,edit,/Users/leonvanbokhorst/repos/deep-research/amplification/Agentic-Threat-Amplification-2026.md,6652
1790328247046,session-92c9e38d-5c41-403b-8bd0-52dc0ac5c357,0,,7,36,edit,/Users/leonvanbokhorst/repos/deep-research/amplification/Agentic-Threat-Amplification-2026.md,6373
1790328274738,session-92c9e38d-5c41-403b-8bd0-52dc0ac5c357,0,,7,40,edit,/Users/leonvanbokhorst/repos/deep-research/amplification/Agentic-Threat-Amplification-2026.md,6627
1790328282490,session-92c9e38d-5c41-403b-8bd0-52dc0ac5c357,0,,7,41,edit,/Users/leonvanbokhorst/repos/deep-research/amplification/Agentic-Threat-Amplification-2026.md,2380
1790328312554,session-92c9e38d-5c41-403b-8bd0-52dc0ac5c357,0,,7,43,edit,/Users/leonvanbokhorst/repos/deep-research/amplification/Agentic-Threat-Amplification-2026.md,11746
1790328349572,session-92c9e38d-5c41-403b-8bd0-52dc0ac5c357,0,,7,46,edit,/Users/leonvanbokhorst/repos/deep-research/amplification/Agentic-Threat-Amplification-2026.md,6005
1790328389580,session-92c9e38d-5c41-403b-8bd0-52dc0ac5c357,0,,7,49,edit,/Users/leonvanbokhorst/repos/deep-research/amplification/Agentic-Threat-Amplification-2026.md,8353
1790328435601,session-92c9e38d-5c41-403b-8bd0-52dc0ac5c357,0,,7,51,edit,/Users/leonvanbokhorst/repos/deep-research/amplification/Agentic-Threat-Amplification-2026.md,27300
1790328452188,session-92c9e38d-5c41-403b-8bd0-52dc0ac5c357,0,,7,52,edit,/Users/leonvanbokhorst/repos/deep-research/amplification/Agentic-Threat-Amplification-2026.md,2776
1790328460651,session-92c9e38d-5c41-403b-8bd0-52dc0ac5c357,0,,7,53,edit,/Users/leonvanbokhorst/repos/deep-research/amplification/Agentic-Threat-Amplification-2026.md,2335
1790328467674,session-92c9e38d-5c41-403b-8bd0-52dc0ac5c357,0,,7,54,edit,/Users/leonvanbokhorst/repos/deep-research/amplification/Agentic-Threat-Amplification-2026.md,3004
1790328482552,session-92c9e38d-5c41-403b-8bd0-52dc0ac5c357,0,,7,56,edit,/Users/leonvanbokhorst/repos/deep-research/amplification/Agentic-Threat-Amplification-2026.md,3409
1790328493234,session-92c9e38d-5c41-403b-8bd0-52dc0ac5c357,0,,7,57,edit,/Users/leonvanbokhorst/repos/deep-research/amplification/Agentic-Threat-Amplification-2026.md,1971
1790328513579,session-92c9e38d-5c41-403b-8bd0-52dc0ac5c357,0,,7,60,edit,/Users/leonvanbokhorst/repos/deep-research/amplification/Agentic-Threat-Amplification-2026.md,541
1790328520452,session-92c9e38d-5c41-403b-8bd0-52dc0ac5c357,0,,7,61,edit,/Users/leonvanbokhorst/repos/deep-research/amplification/Agentic-Threat-Amplification-2026.md,3832
1790328527825,session-92c9e38d-5c41-403b-8bd0-52dc0ac5c357,0,,7,63,edit,/Users/leonvanbokhorst/repos/deep-research/amplification/Agentic-Threat-Amplification-2026.md,452
1790328778322,session-92c9e38d-5c41-403b-8bd0-52dc0ac5c357,0,,8,2,edit,/Users/leonvanbokhorst/repos/deep-research/amplification/Agentic-Threat-Amplification-2026.md,2506
1790328784893,session-92c9e38d-5c41-403b-8bd0-52dc0ac5c357,0,,8,4,edit,/Users/leonvanbokhorst/repos/deep-research/amplification/Agentic-Threat-Amplification-2026.md,2461
1790328793465,session-92c9e38d-5c41-403b-8bd0-52dc0ac5c357,0,,8,6,edit,/Users/leonvanbokhorst/repos/deep-research/amplification/Agentic-Threat-Amplification-2026.md,2832
1790328800098,session-92c9e38d-5c41-403b-8bd0-52dc0ac5c357,0,,8,7,edit,/Users/leonvanbokhorst/repos/deep-research/amplification/Agentic-Threat-Amplification-2026.md,2779
1790328803486,session-92c9e38d-5c41-403b-8bd0-52dc0ac5c357,0,,8,8,edit,/Users/leonvanbokhorst/repos/deep-research/amplification/Agentic-Threat-Amplification-2026.md,521
1790328807307,session-92c9e38d-5c41-403b-8bd0-52dc0ac5c357,0,,8,9,edit,/Users/leonvanbokhorst/repos/deep-research/amplification/Agentic-Threat-Amplification-2026.md,1080
1790328813177,session-92c9e38d-5c41-403b-8bd0-52dc0ac5c357,0,,8,10,edit,/Users/leonvanbokhorst/repos/deep-research/amplification/Agentic-Threat-Amplification-2026.md,1717
1790328818069,session-92c9e38d-5c41-403b-8bd0-52dc0ac5c357,0,,8,11,edit,/Users/leonvanbokhorst/repos/deep-research/amplification/Agentic-Threat-Amplification-2026.md,3036
1790328857241,session-92c9e38d-5c41-403b-8bd0-52dc0ac5c357,0,,9,1,edit,/Users/leonvanbokhorst/repos/deep-research/amplification/Agentic-Threat-Amplification-2026.md,3939
1790328872232,session-92c9e38d-5c41-403b-8bd0-52dc0ac5c357,0,,9,4,edit,/Users/leonvanbokhorst/repos/deep-research/amplification/Agentic-Threat-Amplification-2026.md,4091
1790328885937,session-92c9e38d-5c41-403b-8bd0-52dc0ac5c357,0,,9,7,edit,/Users/leonvanbokhorst/repos/deep-research/amplification/Agentic-Threat-Amplification-2026.md,2231
1790328890819,session-92c9e38d-5c41-403b-8bd0-52dc0ac5c357,0,,9,8,edit,/Users/leonvanbokhorst/repos/deep-research/amplification/Agentic-Threat-Amplification-2026.md,1963
1790328894819,session-92c9e38d-5c41-403b-8bd0-52dc0ac5c357,0,,9,9,edit,/Users/leonvanbokhorst/repos/deep-research/amplification/Agentic-Threat-Amplification-2026.md,980
1790328900070,session-92c9e38d-5c41-403b-8bd0-52dc0ac5c357,0,,9,10,edit,/Users/leonvanbokhorst/repos/deep-research/amplification/Agentic-Threat-Amplification-2026.md,1500
1790328908614,session-92c9e38d-5c41-403b-8bd0-52dc0ac5c357,0,,9,12,edit,/Users/leonvanbokhorst/repos/deep-research/amplification/Agentic-Threat-Amplification-2026.md,1236
1790328988643,session-92c9e38d-5c41-403b-8bd0-52dc0ac5c357,0,,10,2,edit,/Users/leonvanbokhorst/repos/deep-research/amplification/Agentic-Threat-Amplification-2026.md,1751
1790328992680,session-92c9e38d-5c41-403b-8bd0-52dc0ac5c357,0,,10,3,edit,/Users/leonvanbokhorst/repos/deep-research/amplification/Agentic-Threat-Amplification-2026.md,1363
1790329002177,session-92c9e38d-5c41-403b-8bd0-52dc0ac5c357,0,,10,5,edit,/Users/leonvanbokhorst/repos/deep-research/amplification/Agentic-Threat-Amplification-2026.md,790
1790329012534,session-92c9e38d-5c41-403b-8bd0-52dc0ac5c357,0,,10,6,edit,/Users/leonvanbokhorst/repos/deep-research/amplification/Agentic-Threat-Amplification-2026.md,3821
1790329017394,session-92c9e38d-5c41-403b-8bd0-52dc0ac5c357,0,,10,7,edit,/Users/leonvanbokhorst/repos/deep-research/amplification/Agentic-Threat-Amplification-2026.md,1796
1790329022526,session-92c9e38d-5c41-403b-8bd0-52dc0ac5c357,0,,10,8,edit,/Users/leonvanbokhorst/repos/deep-research/amplification/Agentic-Threat-Amplification-2026.md,2332
1790329027828,session-92c9e38d-5c41-403b-8bd0-52dc0ac5c357,0,,10,9,edit,/Users/leonvanbokhorst/repos/deep-research/amplification/Agentic-Threat-Amplification-2026.md,1979
1790329032366,session-92c9e38d-5c41-403b-8bd0-52dc0ac5c357,0,,10,10,edit,/Users/leonvanbokhorst/repos/deep-research/amplification/Agentic-Threat-Amplification-2026.md,1300
1790329046550,session-92c9e38d-5c41-403b-8bd0-52dc0ac5c357,0,,10,13,edit,/Users/leonvanbokhorst/repos/deep-research/amplification/Agentic-Threat-Amplification-2026.md,896
1790329143282,session-92c9e38d-5c41-403b-8bd0-52dc0ac5c357,0,,11,1,edit,/Users/leonvanbokhorst/repos/deep-research/amplification/Agentic-Threat-Amplification-2026.md,2835
1790329149791,session-92c9e38d-5c41-403b-8bd0-52dc0ac5c357,0,,11,2,edit,/Users/leonvanbokhorst/repos/deep-research/amplification/Agentic-Threat-Amplification-2026.md,2958
1790329154261,session-92c9e38d-5c41-403b-8bd0-52dc0ac5c357,0,,11,3,edit,/Users/leonvanbokhorst/repos/deep-research/amplification/Agentic-Threat-Amplification-2026.md,963
1790329160477,session-92c9e38d-5c41-403b-8bd0-52dc0ac5c357,0,,11,4,edit,/Users/leonvanbokhorst/repos/deep-research/amplification/Agentic-Threat-Amplification-2026.md,2209
1790329215217,session-92c9e38d-5c41-403b-8bd0-52dc0ac5c357,0,,12,2,edit,/Users/leonvanbokhorst/repos/deep-research/AI-Autonomy-Threat-Assessment-2026.md,3338
1790329219252,session-92c9e38d-5c41-403b-8bd0-52dc0ac5c357,0,,12,3,edit,/Users/leonvanbokhorst/repos/deep-research/AI-Autonomy-Threat-Assessment-2026.md,1194
1790329225761,session-92c9e38d-5c41-403b-8bd0-52dc0ac5c357,0,,12,4,edit,/Users/leonvanbokhorst/repos/deep-research/AI-Autonomy-Threat-Assessment-2026.md,1468
1790329236592,session-92c9e38d-5c41-403b-8bd0-52dc0ac5c357,0,,12,6,edit,/Users/leonvanbokhorst/repos/deep-research/amplification/Agentic-Threat-Amplification-2026.md,2086
1790329247871,session-92c9e38d-5c41-403b-8bd0-52dc0ac5c357,0,,12,8,edit,/Users/leonvanbokhorst/repos/deep-research/amplification/Agentic-Threat-Amplification-2026.md,2223
1790329257345,session-92c9e38d-5c41-403b-8bd0-52dc0ac5c357,0,,12,10,edit,/Users/leonvanbokhorst/repos/deep-research/amplification/Agentic-Threat-Amplification-2026.md,2963
1790329265286,session-92c9e38d-5c41-403b-8bd0-52dc0ac5c357,0,,12,12,edit,/Users/leonvanbokhorst/repos/deep-research/amplification/Agentic-Threat-Amplification-2026.md,2427
1790329278007,session-92c9e38d-5c41-403b-8bd0-52dc0ac5c357,0,,12,15,edit,/Users/leonvanbokhorst/repos/deep-research/amplification/Agentic-Threat-Amplification-2026.md,2671
1790329287676,session-92c9e38d-5c41-403b-8bd0-52dc0ac5c357,0,,12,17,edit,/Users/leonvanbokhorst/repos/deep-research/amplification/Agentic-Threat-Amplification-2026.md,3223
1790329341708,session-92c9e38d-5c41-403b-8bd0-52dc0ac5c357,0,,13,1,edit,/Users/leonvanbokhorst/repos/deep-research/amplification/Agentic-Threat-Amplification-2026.md,2664
1790329347275,session-92c9e38d-5c41-403b-8bd0-52dc0ac5c357,0,,13,2,edit,/Users/leonvanbokhorst/repos/deep-research/amplification/Agentic-Threat-Amplification-2026.md,2453
1790329352311,session-92c9e38d-5c41-403b-8bd0-52dc0ac5c357,0,,13,3,edit,/Users/leonvanbokhorst/repos/deep-research/amplification/Agentic-Threat-Amplification-2026.md,2187
1790329404102,session-92c9e38d-5c41-403b-8bd0-52dc0ac5c357,0,,14,2,edit,/Users/leonvanbokhorst/repos/deep-research/amplification/Agentic-Threat-Amplification-2026.md,1123
1790329410842,session-92c9e38d-5c41-403b-8bd0-52dc0ac5c357,0,,14,3,edit,/Users/leonvanbokhorst/repos/deep-research/amplification/Agentic-Threat-Amplification-2026.md,1773
1790329417197,session-92c9e38d-5c41-403b-8bd0-52dc0ac5c357,0,,14,4,edit,/Users/leonvanbokhorst/repos/deep-research/amplification/Agentic-Threat-Amplification-2026.md,2766
1790329677083,session-92c9e38d-5c41-403b-8bd0-52dc0ac5c357,0,,15,2,edit,/Users/leonvanbokhorst/repos/deep-research/AI-Autonomy-Threat-Assessment-2026.md,1521
1790329693801,session-92c9e38d-5c41-403b-8bd0-52dc0ac5c357,0,,15,6,edit,/Users/leonvanbokhorst/repos/deep-research/amplification/Agentic-Threat-Amplification-2026.md,4006
1790329708285,session-92c9e38d-5c41-403b-8bd0-52dc0ac5c357,0,,15,9,edit,/Users/leonvanbokhorst/repos/deep-research/amplification/Agentic-Threat-Amplification-2026.md,3860
1790329722587,session-92c9e38d-5c41-403b-8bd0-52dc0ac5c357,0,,15,12,edit,/Users/leonvanbokhorst/repos/deep-research/amplification/Agentic-Threat-Amplification-2026.md,2444
1790329832191,session-92c9e38d-5c41-403b-8bd0-52dc0ac5c357,0,,16,3,edit,/Users/leonvanbokhorst/repos/deep-research/amplification/Agentic-Threat-Amplification-2026.md,2972
1790329835399,session-92c9e38d-5c41-403b-8bd0-52dc0ac5c357,0,,16,4,edit,/Users/leonvanbokhorst/repos/deep-research/amplification/Agentic-Threat-Amplification-2026.md,605
1790330075278,session-92c9e38d-5c41-403b-8bd0-52dc0ac5c357,0,,17,3,edit,/Users/leonvanbokhorst/repos/deep-research/amplification/Agentic-Threat-Amplification-2026.md,3089
1790330206846,session-92c9e38d-5c41-403b-8bd0-52dc0ac5c357,0,,18,3,edit,/Users/leonvanbokhorst/repos/deep-research/amplification/Agentic-Threat-Amplification-2026.md,4507
1790330218751,session-92c9e38d-5c41-403b-8bd0-52dc0ac5c357,0,,18,6,edit,/Users/leonvanbokhorst/repos/deep-research/amplification/Agentic-Threat-Amplification-2026.md,1436
1790328428759,03610d94-497f-4c66-86a1-26dedb722877,3,Compute cost curve research,1,46,write,/Users/leonvanbokhorst/repos/deep-research/amplification/research/compute-costs.md,33952
1790325261470,0995197a-2bd6-40b0-9e9f-95c97303a4b0,3,France drone incidents and law,1,29,write,/Users/leonvanbokhorst/repos/deep-research/research/france2.md,13606
1790325273592,0995197a-2bd6-40b0-9e9f-95c97303a4b0,3,France drone incidents and law,1,30,write,/Users/leonvanbokhorst/repos/deep-research/research/france2.md,9849
1790324978843,0bad5fb6-bd2c-4a53-9a01-4b5f2a60311f,3,Sweden Säpo drones research,1,17,write,/Users/leonvanbokhorst/repos/deep-research/research/se/regsearch.sh,787
1790325065342,0bad5fb6-bd2c-4a53-9a01-4b5f2a60311f,3,Sweden Säpo drones research,1,21,write,/Users/leonvanbokhorst/repos/deep-research/research/se/probe_sapo.sh,1666
1790325325334,0bad5fb6-bd2c-4a53-9a01-4b5f2a60311f,3,Sweden Säpo drones research,1,31,write,/Users/leonvanbokhorst/repos/deep-research/research/sweden.md,5123
1790324679970,0c0085ae-9b77-4f1a-a065-50ca523039a1,2,Mexico LatAm cartel drones,1,8,write,/Users/leonvanbokhorst/repos/deep-research/research/gnews.py,1387
1790324739012,0c0085ae-9b77-4f1a-a065-50ca523039a1,2,Mexico LatAm cartel drones,1,14,write,/Users/leonvanbokhorst/repos/deep-research/research/bing.py,1288
1790324793893,0c0085ae-9b77-4f1a-a065-50ca523039a1,2,Mexico LatAm cartel drones,1,22,write,/Users/leonvanbokhorst/repos/deep-research/research/fetch.py,1456
1790324800600,0c0085ae-9b77-4f1a-a065-50ca523039a1,2,Mexico LatAm cartel drones,1,24,write,/Users/leonvanbokhorst/repos/deep-research/research/wf.py,1435
1790325150099,0c0085ae-9b77-4f1a-a065-50ca523039a1,2,Mexico LatAm cartel drones,1,36,write,/Users/leonvanbokhorst/repos/deep-research/research/bnews2.py,1226
1790325341450,0c0085ae-9b77-4f1a-a065-50ca523039a1,2,Mexico LatAm cartel drones,1,55,write,/Users/leonvanbokhorst/repos/deep-research/research/01-mexico-latam.md,14552
1790325361825,0c0085ae-9b77-4f1a-a065-50ca523039a1,2,Mexico LatAm cartel drones,1,57,write,/Users/leonvanbokhorst/repos/deep-research/research/01-mexico-latam.md,13587
1790325385334,0c0085ae-9b77-4f1a-a065-50ca523039a1,2,Mexico LatAm cartel drones,1,62,edit,/Users/leonvanbokhorst/repos/deep-research/research/01-mexico-latam.md,1762
1790325385349,0c0085ae-9b77-4f1a-a065-50ca523039a1,2,Mexico LatAm cartel drones,1,62,edit,/Users/leonvanbokhorst/repos/deep-research/research/01-mexico-latam.md,2377
1790328918672,0d16099c-35f0-4538-a480-5c5c15cf5b87,3,Research stream F IRA official,1,45,write,/Users/leonvanbokhorst/repos/deep-research/amplification/notes/stream-f-ira-official.md,21520
1790328937169,0d16099c-35f0-4538-a480-5c5c15cf5b87,3,Research stream F IRA official,1,47,write,/Users/leonvanbokhorst/repos/deep-research/amplification/notes/stream-f-ira-official.md,15436
1790328953237,0d16099c-35f0-4538-a480-5c5c15cf5b87,3,Research stream F IRA official,1,49,write,/Users/leonvanbokhorst/repos/deep-research/amplification/notes/stream-f-ira-official.md,14693
1790328961137,0d16099c-35f0-4538-a480-5c5c15cf5b87,3,Research stream F IRA official,1,51,edit,/Users/leonvanbokhorst/repos/deep-research/amplification/notes/stream-f-ira-official.md,1203
1790328961153,0d16099c-35f0-4538-a480-5c5c15cf5b87,3,Research stream F IRA official,1,51,edit,/Users/leonvanbokhorst/repos/deep-research/amplification/notes/stream-f-ira-official.md,1845
1790328966781,0d16099c-35f0-4538-a480-5c5c15cf5b87,3,Research stream F IRA official,1,52,edit,/Users/leonvanbokhorst/repos/deep-research/amplification/notes/stream-f-ira-official.md,5609
1790328975138,0d16099c-35f0-4538-a480-5c5c15cf5b87,3,Research stream F IRA official,1,54,edit,/Users/leonvanbokhorst/repos/deep-research/amplification/notes/stream-f-ira-official.md,2478
1790328975152,0d16099c-35f0-4538-a480-5c5c15cf5b87,3,Research stream F IRA official,1,54,edit,/Users/leonvanbokhorst/repos/deep-research/amplification/notes/stream-f-ira-official.md,1279
1790325117873,109e924b-6fb2-4a09-822c-b44e4256f317,1,AI-assisted planning and coordination,1,61,write,/Users/leonvanbokhorst/repos/deep-research/ai-planning-uplift-brief.md,35093
1790328439429,1788fcf5-a3e3-46db-9345-cdeacf0a4fa5,2,Product and food scare strand,1,36,write,/Users/leonvanbokhorst/repos/deep-research/amplification/sources/raw-product-env.md,30932
1790328473375,1788fcf5-a3e3-46db-9345-cdeacf0a4fa5,2,Product and food scare strand,1,38,write,/Users/leonvanbokhorst/repos/deep-research/amplification/sources/raw-product-env.md,26566
1790328497307,1788fcf5-a3e3-46db-9345-cdeacf0a4fa5,2,Product and food scare strand,1,40,write,/Users/leonvanbokhorst/repos/deep-research/amplification/sources/raw-product-env.md,25869
1790328523534,1788fcf5-a3e3-46db-9345-cdeacf0a4fa5,2,Product and food scare strand,1,43,write,/Users/leonvanbokhorst/repos/deep-research/amplification/sources/raw-product-env.md,25399
1790328549966,1788fcf5-a3e3-46db-9345-cdeacf0a4fa5,2,Product and food scare strand,1,45,write,/Users/leonvanbokhorst/repos/deep-research/amplification/sources/raw-product-env.md,24756
1790328655763,17a084cf-9432-43a8-b80b-8919b47feba3,3,Research stream B effects,1,42,write,/Users/leonvanbokhorst/repos/deep-research/amplification/notes/stream-b-effects.md,15676
1790328680613,17a084cf-9432-43a8-b80b-8919b47feba3,3,Research stream B effects,1,44,write,/Users/leonvanbokhorst/repos/deep-research/amplification/notes/stream-b-effects.md,13525
1790328688343,17a084cf-9432-43a8-b80b-8919b47feba3,3,Research stream B effects,1,46,edit,/Users/leonvanbokhorst/repos/deep-research/amplification/notes/stream-b-effects.md,4670
1790328692727,17a084cf-9432-43a8-b80b-8919b47feba3,3,Research stream B effects,1,47,edit,/Users/leonvanbokhorst/repos/deep-research/amplification/notes/stream-b-effects.md,3507
